15;1;0;1;3;20
15;1;0;3;3;18
15;1;0;5;3;19
15;1;0;7;3;18
15;1;1;1;3;20
15;1;1;3;3;20
15;1;1;5;3;20
15;1;1;7;3;20
15;1;2;1;3;19
15;1;2;3;3;19
15;1;2;5;3;19
15;1;2;7;3;19
15;2;0;1;3;20
15;2;0;3;3;18
15;2;0;5;3;19
15;2;0;7;3;19
15;2;1;1;3;20
15;2;1;3;3;19
15;2;1;5;3;21
15;2;1;7;3;19
15;2;2;1;3;20
15;2;2;3;3;20
15;2;2;5;3;18
15;2;2;7;3;17
15;3;0;1;3;20
15;3;0;3;3;18
15;3;0;5;3;20
15;3;0;7;3;19
15;3;1;1;4;20
15;3;1;3;3;18
15;3;1;5;3;19
15;3;1;7;3;19
15;3;2;1;3;19
15;3;2;3;3;20
15;3;2;5;3;20
15;3;2;7;3;19
15;4;0;1;3;19
15;4;0;3;3;19
15;4;0;5;3;18
15;4;0;7;3;19
15;4;1;1;3;20
15;4;1;3;3;20
15;4;1;5;3;20
15;4;1;7;3;18
15;4;2;1;3;20
15;4;2;3;3;19
15;4;2;5;3;19
15;4;2;7;3;19
15;5;0;1;3;20
15;5;0;3;3;18
15;5;0;5;3;19
15;5;0;7;3;18
15;5;1;1;3;20
15;5;1;3;3;20
15;5;1;5;3;19
15;5;1;7;3;19
15;5;2;1;3;19
15;5;2;3;3;18
15;5;2;5;3;18
15;5;2;7;3;19
15;6;0;1;3;19
15;6;0;3;3;19
15;6;0;5;3;19
15;6;0;7;3;18
15;6;1;1;3;19
15;6;1;3;3;19
15;6;1;5;3;19
15;6;1;7;3;20
15;6;2;1;3;20
15;6;2;3;3;20
15;6;2;5;3;19
15;6;2;7;3;18
15;7;0;1;3;20
15;7;0;3;3;19
15;7;0;5;3;18
15;7;0;7;3;18
15;7;1;1;4;20
15;7;1;3;3;18
15;7;1;5;3;18
15;7;1;7;3;18
15;7;2;1;3;20
15;7;2;3;3;19
15;7;2;5;3;18
15;7;2;7;3;18
15;8;0;1;3;19
15;8;0;3;3;20
15;8;0;5;3;18
15;8;0;7;3;18
15;8;1;1;5;21
15;8;1;3;3;20
15;8;1;5;3;18
15;8;1;7;3;19
15;8;2;1;3;19
15;8;2;3;3;18
15;8;2;5;3;19
15;8;2;7;3;19
15;9;0;1;3;20
15;9;0;3;3;19
15;9;0;5;3;19
15;9;0;7;3;19
15;9;1;1;3;20
15;9;1;3;3;20
15;9;1;5;3;19
15;9;1;7;3;19
15;9;2;1;3;20
15;9;2;3;3;18
15;9;2;5;3;19
15;9;2;7;3;18
15;10;0;1;3;20
15;10;0;3;3;19
15;10;0;5;3;18
15;10;0;7;3;19
15;10;1;1;3;21
15;10;1;3;4;18
15;10;1;5;3;19
15;10;1;7;3;18
15;10;2;1;3;20
15;10;2;3;3;19
15;10;2;5;3;19
15;10;2;7;3;18
15;11;0;1;3;19
15;11;0;3;3;19
15;11;0;5;3;19
15;11;0;7;3;18
15;11;1;1;3;19
15;11;1;3;3;20
15;11;1;5;3;20
15;11;1;7;3;19
15;11;2;1;3;19
15;11;2;3;3;19
15;11;2;5;3;19
15;11;2;7;3;19
15;12;0;1;3;18
15;12;0;3;3;18
15;12;0;5;3;18
15;12;0;7;3;19
15;12;1;1;3;21
15;12;1;3;3;20
15;12;1;5;3;21
15;12;1;7;3;19
15;12;2;1;3;20
15;12;2;3;3;19
15;12;2;5;3;19
15;12;2;7;3;18
15;13;0;1;3;19
15;13;0;3;3;18
15;13;0;5;3;18
15;13;0;7;3;18
15;13;1;1;3;21
15;13;1;3;3;19
15;13;1;5;3;19
15;13;1;7;3;18
15;13;2;1;3;19
15;13;2;3;3;18
15;13;2;5;3;19
15;13;2;7;3;18
15;14;0;1;3;19
15;14;0;3;3;19
15;14;0;5;3;19
15;14;0;7;3;18
15;14;1;1;3;20
15;14;1;3;3;20
15;14;1;5;3;20
15;14;1;7;3;20
15;14;2;1;3;20
15;14;2;3;3;16
15;14;2;5;3;19
15;14;2;7;3;19
15;15;0;1;3;20
15;15;0;3;3;19
15;15;0;5;3;19
15;15;0;7;3;19
15;15;1;1;3;20
15;15;1;3;3;20
15;15;1;5;3;18
15;15;1;7;3;20
15;15;2;1;3;18
15;15;2;3;3;18
15;15;2;5;3;19
15;15;2;7;3;19
15;16;0;1;3;19
15;16;0;3;3;19
15;16;0;5;3;18
15;16;0;7;3;18
15;16;1;1;3;20
15;16;1;3;3;19
15;16;1;5;3;19
15;16;1;7;3;19
15;16;2;1;3;19
15;16;2;3;3;19
15;16;2;5;3;20
15;16;2;7;3;18
15;17;0;1;3;19
15;17;0;3;3;19
15;17;0;5;3;18
15;17;0;7;3;19
15;17;1;1;4;20
15;17;1;3;3;19
15;17;1;5;3;20
15;17;1;7;3;19
15;17;2;1;3;19
15;17;2;3;3;19
15;17;2;5;3;19
15;17;2;7;3;19
15;18;0;1;3;20
15;18;0;3;3;18
15;18;0;5;3;18
15;18;0;7;3;19
15;18;1;1;3;20
15;18;1;3;3;21
15;18;1;5;3;19
15;18;1;7;3;18
15;18;2;1;3;19
15;18;2;3;3;18
15;18;2;5;3;18
15;18;2;7;3;19
15;19;0;1;3;19
15;19;0;3;3;20
15;19;0;5;3;19
15;19;0;7;3;18
15;19;1;1;4;20
15;19;1;3;3;19
15;19;1;5;3;20
15;19;1;7;3;18
15;19;2;1;3;19
15;19;2;3;3;19
15;19;2;5;3;19
15;19;2;7;3;19
15;20;0;1;3;18
15;20;0;3;3;19
15;20;0;5;3;19
15;20;0;7;3;18
15;20;1;1;3;20
15;20;1;3;3;18
15;20;1;5;3;19
15;20;1;7;3;19
15;20;2;1;3;19
15;20;2;3;3;20
15;20;2;5;3;19
15;20;2;7;3;19
15;21;0;1;3;19
15;21;0;3;3;18
15;21;0;5;3;18
15;21;0;7;3;18
15;21;1;1;3;19
15;21;1;3;3;19
15;21;1;5;3;19
15;21;1;7;3;20
15;21;2;1;3;20
15;21;2;3;3;18
15;21;2;5;3;19
15;21;2;7;3;19
15;22;0;1;3;19
15;22;0;3;3;19
15;22;0;5;3;19
15;22;0;7;3;18
15;22;1;1;3;19
15;22;1;3;3;19
15;22;1;5;3;19
15;22;1;7;3;19
15;22;2;1;3;20
15;22;2;3;3;19
15;22;2;5;3;18
15;22;2;7;3;18
15;23;0;1;3;20
15;23;0;3;3;18
15;23;0;5;3;19
15;23;0;7;3;19
15;23;1;1;3;20
15;23;1;3;3;20
15;23;1;5;3;19
15;23;1;7;3;20
15;23;2;1;3;20
15;23;2;3;3;20
15;23;2;5;3;17
15;23;2;7;3;19
15;24;0;1;3;20
15;24;0;3;3;18
15;24;0;5;3;19
15;24;0;7;3;18
15;24;1;1;3;20
15;24;1;3;3;21
15;24;1;5;3;19
15;24;1;7;3;18
15;24;2;1;3;20
15;24;2;3;3;19
15;24;2;5;3;19
15;24;2;7;3;18
15;25;0;1;3;20
15;25;0;3;3;19
15;25;0;5;3;18
15;25;0;7;3;18
15;25;1;1;3;21
15;25;1;3;3;19
15;25;1;5;3;19
15;25;1;7;3;19
15;25;2;1;3;20
15;25;2;3;3;19
15;25;2;5;3;19
15;25;2;7;3;18
15;26;0;1;3;19
15;26;0;3;3;19
15;26;0;5;3;19
15;26;0;7;3;18
15;26;1;1;3;20
15;26;1;3;3;20
15;26;1;5;3;20
15;26;1;7;3;19
15;26;2;1;3;20
15;26;2;3;3;19
15;26;2;5;3;18
15;26;2;7;3;19
15;27;0;1;3;19
15;27;0;3;3;19
15;27;0;5;3;18
15;27;0;7;3;19
15;27;1;1;3;20
15;27;1;3;3;18
15;27;1;5;3;18
15;27;1;7;3;19
15;27;2;1;3;19
15;27;2;3;3;19
15;27;2;5;3;19
15;27;2;7;3;18
15;28;0;1;3;20
15;28;0;3;3;18
15;28;0;5;3;18
15;28;0;7;3;18
15;28;1;1;3;20
15;28;1;3;3;20
15;28;1;5;3;20
15;28;1;7;3;19
15;28;2;1;3;19
15;28;2;3;3;20
15;28;2;5;3;18
15;28;2;7;3;18
15;29;0;1;3;19
15;29;0;3;3;19
15;29;0;5;3;18
15;29;0;7;3;19
15;29;1;1;3;21
15;29;1;3;3;20
15;29;1;5;3;20
15;29;1;7;3;18
15;29;2;1;3;19
