b200;16;8;1;1;2;0.111111111111;4080
b200;16;8;2;1;2;0.0740740740741;4360
b200;16;8;3;1;2;0.0555555555556;4374
b200;16;8;4;1;2;0.0444444444444;4388
b200;16;16;1;1;2;0.0588235294118;4365
b200;16;16;2;1;2;0.0392156862745;4412
b200;16;16;3;1;2;0.0294117647059;4427
b200;16;16;4;1;2;0.0235294117647;4442
b200;16;32;1;1;3;0.0454545454545;4458
b200;16;32;2;1;3;0.030303030303;4490
b200;16;32;3;1;3;0.0227272727273;4336
b200;16;32;4;1;3;0.0181818181818;4385
b200;16;64;1;1;8;0.0615384615385;4440
b200;16;64;2;1;10;0.0512820512821;4289
b200;16;64;3;1;12;0.0461538461538;4392
b200;16;64;4;1;12;0.0369230769231;4403
b200;32;8;1;1;129;7.16666666667;6414
b200;32;8;2;1;137;5.07407407407;6414
b200;32;8;3;1;145;4.02777777778;6414
b200;32;8;4;1;153;3.4;6414
b200;32;16;1;1;43;1.26470588235;4485
b200;32;16;2;1;31;0.607843137255;4487
b200;32;16;3;1;43;0.632352941176;4489
b200;32;16;4;1;44;0.517647058824;4491
b200;32;32;1;1;32;0.484848484848;3634
b200;32;32;2;1;48;0.484848484848;3684
b200;32;32;3;1;42;0.318181818182;3685
b200;32;32;4;1;52;0.315151515152;3686
b200;32;64;1;1;102;0.784615384615;4410
b200;32;64;2;1;114;0.584615384615;4484
b200;32;64;3;1;103;0.396153846154;4485
b200;32;64;4;1;112;0.344615384615;4486
b200;64;8;1;1;225;12.5;41722
b200;64;8;2;1;233;8.62962962963;41722
b200;64;8;3;1;241;6.69444444444;41722
b200;64;8;4;1;249;5.53333333333;41722
b200;64;16;1;1;257;7.55882352941;25093
b200;64;16;2;1;273;5.35294117647;25093
b200;64;16;3;1;289;4.25;25093
b200;64;16;4;1;305;3.58823529412;25093
b200;64;32;1;1;321;4.86363636364;16809
b200;64;32;2;1;353;3.56565656566;16809
b200;64;32;3;1;385;2.91666666667;16809
b200;64;32;4;1;417;2.52727272727;16809
b200;64;64;1;1;449;3.45384615385;12729
b200;64;64;2;1;513;2.63076923077;12729
b200;64;64;3;1;577;2.21923076923;12729
b200;64;64;4;1;641;1.97230769231;12729
b200;128;8;1;1;417;23.1666666667;297426
b200;128;8;2;1;425;15.7407407407;297426
b200;128;8;3;1;433;12.0277777778;297426
b200;128;8;4;1;441;9.8;297426
b200;128;16;1;1;449;13.2058823529;165329
b200;128;16;2;1;465;9.11764705882;165329
b200;128;16;3;1;481;7.07352941176;165329
b200;128;16;4;1;497;5.84705882353;165329
b200;128;32;1;1;513;7.77272727273;99311
b200;128;32;2;1;545;5.50505050505;99311
b200;128;32;3;1;577;4.37121212121;99311
b200;128;32;4;1;609;3.69090909091;99311
b200;128;64;1;1;641;4.93076923077;66364
b200;128;64;2;1;705;3.61538461538;66364
b200;128;64;3;1;769;2.95769230769;66364
b200;128;64;4;1;833;2.56307692308;66364
