25;1;0;2;34;14
25;1;1;2;54;14
25;1;2;2;67;13
25;1;3;2;53;14
25;2;0;2;95;13
25;2;1;2;48;14
25;2;2;2;83;15
25;2;3;2;37;14
25;3;0;2;105;14
25;3;1;2;54;11
25;3;2;2;105;15
25;3;3;2;103;12
25;4;0;2;57;14
25;4;1;2;51;10
25;4;2;2;116;15
25;4;3;2;45;11
25;5;0;2;44;14
25;5;1;2;82;11
25;5;2;2;63;10
25;5;3;2;66;15
25;6;0;2;57;11
25;6;1;2;114;13
25;6;2;2;53;9
25;6;3;2;87;15
25;7;0;2;58;16
25;7;1;2;102;13
25;7;2;2;36;10
25;7;3;2;78;15
25;8;0;2;43;16
25;8;1;2;51;15
25;8;2;2;70;15
25;8;3;2;56;16
25;9;0;2;50;15
25;9;1;25;0;23
25;9;2;2;45;14
25;9;3;2;60;12
25;10;0;2;59;14
25;10;1;2;75;14
25;10;2;2;101;14
25;10;3;2;73;13
25;11;0;2;58;15
25;11;1;2;125;11
25;11;2;2;62;14
25;11;3;2;64;11
25;12;0;2;86;12
25;12;1;2;59;16
25;12;2;2;104;14
25;12;3;2;59;15
25;13;0;2;113;13
25;13;1;2;63;15
25;13;2;2;37;12
25;13;3;2;30;14
25;14;0;2;59;15
25;14;1;2;54;10
25;14;2;2;82;14
25;14;3;2;52;14
25;15;0;2;69;15
25;15;1;2;98;14
25;15;2;2;58;12
25;15;3;2;34;14
25;16;0;2;70;12
25;16;1;2;35;13
25;16;2;2;88;14
25;16;3;2;31;15
25;17;0;2;48;15
25;17;1;2;54;11
25;17;2;2;50;14
25;17;3;2;84;15
25;18;0;2;29;11
25;18;1;2;26;12
25;18;2;2;56;13
25;18;3;2;41;12
25;19;0;2;55;16
25;19;1;2;114;15
25;19;2;2;93;12
25;19;3;2;63;13
25;20;0;2;68;11
25;20;1;2;66;15
25;20;2;2;42;15
25;20;3;2;70;16
25;21;0;2;60;15
25;21;1;2;69;15
25;21;2;2;77;16
25;21;3;2;136;15
25;22;0;2;50;15
25;22;1;2;82;15
25;22;2;2;91;12
25;22;3;2;53;13
